Data;id_vendedor;id_veiculo;id_agencia
2020-10-25;1;4;1
2020-10-25;1;11;1
2020-10-25;1;9;1
2020-10-25;1;2;1
2020-10-25;1;10;1
2020-10-17;1;11;1
2020-10-17;1;4;1
2020-11-16;1;11;1
2020-11-16;1;2;1
2020-11-16;1;2;1
2020-11-16;1;4;1
2020-11-16;1;2;1
2020-11-16;1;2;1
2020-11-16;1;10;1
2020-11-16;1;9;1
2020-11-16;1;7;1
2020-11-16;1;7;1
2020-01-20;2;9;2
2020-01-20;2;1;2
2020-01-20;2;1;2
2020-01-20;2;4;2
2020-01-20;2;8;2
2020-01-20;2;2;2
2020-01-20;2;3;2
2020-01-20;2;3;2
2020-01-20;2;6;2
2020-01-07;2;6;2
2020-01-07;2;3;2
2020-01-07;2;2;2
2020-01-07;2;9;2
2020-01-07;2;4;2
2020-01-07;2;6;2
2020-01-07;2;5;2
2020-01-07;2;10;2
2020-01-11;2;8;2
2020-01-22;2;7;2
2020-01-22;2;3;2
2020-01-22;2;9;2
2020-01-22;2;2;2
2020-01-22;2;3;2
2020-01-22;2;8;2
2020-01-22;2;9;2
2020-01-22;2;6;2
2020-01-22;2;6;2
2020-01-22;2;6;2
2020-01-22;2;4;2
2020-01-06;2;10;2
2020-01-06;2;8;2
2020-01-06;2;1;2
2020-01-26;2;6;2
2020-01-26;2;4;2
2020-01-26;2;3;2
2020-01-26;2;8;2
2020-01-26;2;2;2
2020-01-26;2;1;2
2020-01-26;2;2;2
2020-01-28;2;9;2
2020-01-28;2;11;2
2020-01-28;2;7;2
2020-01-28;2;2;2
2020-01-28;2;3;2
2020-01-14;2;2;2
2020-01-14;2;3;2
2020-01-14;2;1;2
2020-01-14;2;4;2
2020-01-14;2;3;2
2020-01-14;2;2;2
2020-01-14;2;4;2
2020-01-14;2;8;2
2020-01-14;2;8;2
2020-01-14;2;2;2
2020-01-14;2;5;2
2020-01-13;2;1;2
2020-01-13;2;2;2
2020-01-04;2;10;2
2020-01-15;2;6;2
2020-01-15;2;5;2
2020-01-15;2;4;2
2020-01-15;2;4;2
2020-01-15;2;4;2
2020-01-15;2;6;2
2020-01-15;2;4;2
2020-01-15;2;9;2
2020-01-15;2;11;2
2020-01-04;2;11;2
2020-01-04;2;7;2
2020-01-04;2;1;2
2020-01-04;2;7;2
2020-01-04;2;6;2
2020-01-04;2;2;2
2020-01-04;2;10;2
2020-01-04;2;10;2
2020-01-04;2;9;2
2020-01-04;2;7;2
2020-01-04;2;9;2
2020-01-10;2;2;2
2020-01-10;2;3;2
2020-01-10;2;1;2
2020-01-10;2;6;2
2020-01-22;2;3;2
2020-01-22;2;5;2
2020-01-22;2;7;2
2020-01-22;2;10;2
2020-01-22;2;11;2
2020-01-22;2;10;2
2020-01-22;2;7;2
2020-01-20;2;8;2
2020-01-20;2;4;2
2020-01-20;2;8;2
2020-01-20;2;11;2
2020-01-20;2;1;2
2020-01-20;2;2;2
2020-01-20;2;1;2
2020-01-20;2;8;2
2020-01-20;2;8;2
2020-01-07;2;5;2
2020-01-07;2;10;2
2020-01-07;2;11;2
2020-01-09;2;3;2
2020-01-06;2;10;2
2020-01-06;2;7;2
2020-01-06;2;3;2
2020-01-06;2;11;2
2020-01-06;2;6;2
2020-02-07;2;7;2
2020-02-07;2;11;2
2020-02-06;2;9;2
2020-02-06;2;7;2
2020-02-06;2;3;2
2020-02-06;2;5;2
2020-02-06;2;3;2
2020-02-16;2;6;2
2020-02-16;2;2;2
2020-02-16;2;1;2
2020-02-16;2;11;2
2020-02-16;2;4;2
2020-02-09;2;10;2
2020-02-09;2;10;2
2020-02-09;2;11;2
2020-02-09;2;4;2
2020-02-09;2;8;2
2020-02-25;2;7;2
2020-02-25;2;1;2
2020-02-25;2;6;2
2020-02-25;2;4;2
2020-02-25;2;6;2
2020-02-25;2;1;2
2020-02-25;2;4;2
2020-02-25;2;10;2
2020-02-26;2;5;2
2020-02-26;2;10;2
2020-02-26;2;3;2
2020-02-26;2;2;2
2020-02-26;2;11;2
2020-02-26;2;10;2
2020-02-26;2;5;2
2020-02-26;2;6;2
2020-02-26;2;6;2
2020-02-03;2;2;2
2020-02-03;2;11;2
2020-02-03;2;4;2
2020-02-28;2;1;2
2020-02-27;2;11;2
2020-02-27;2;3;2
2020-02-27;2;5;2
2020-02-09;2;5;2
2020-02-09;2;11;2
2020-02-01;2;6;2
2020-02-01;2;9;2
2020-02-01;2;8;2
2020-02-01;2;8;2
2020-02-26;2;6;2
2020-02-26;2;10;2
2020-02-26;2;6;2
2020-02-26;2;2;2
2020-02-26;2;10;2
2020-02-26;2;1;2
2020-02-26;2;9;2
2020-02-26;2;3;2
2020-02-05;2;2;2
2020-02-05;2;2;2
2020-02-05;2;10;2
2020-02-05;2;10;2
2020-02-05;2;8;2
2020-02-05;2;9;2
2020-02-15;2;4;2
2020-02-15;2;3;2
2020-02-15;2;6;2
2020-02-15;2;2;2
2020-02-15;2;11;2
2020-02-15;2;3;2
2020-03-12;2;4;2
2020-03-20;2;1;2
2020-03-14;2;5;2
2020-03-14;2;10;2
2020-03-14;2;5;2
2020-03-14;2;11;2
2020-03-14;2;1;2
2020-03-14;2;7;2
2020-03-05;2;9;2
2020-03-05;2;3;2
2020-03-05;2;5;2
2020-03-05;2;1;2
2020-03-05;2;1;2
2020-03-05;2;7;2
2020-03-05;2;1;2
2020-03-01;2;7;2
2020-03-01;2;6;2
2020-03-01;2;5;2
2020-03-01;2;5;2
2020-03-01;2;1;2
2020-03-01;2;7;2
2020-03-02;2;8;2
2020-03-02;2;9;2
2020-03-02;2;1;2
2020-03-02;2;4;2
2020-03-05;2;11;2
2020-03-05;2;8;2
2020-03-05;2;4;2
2020-03-05;2;5;2
2020-03-05;2;3;2
2020-03-16;2;8;2
2020-03-16;2;8;2
2020-03-16;2;1;2
2020-03-16;2;11;2
2020-03-16;2;6;2
2020-03-27;2;6;2
2020-03-27;2;9;2
2020-03-27;2;2;2
2020-03-27;2;10;2
2020-03-10;2;1;2
2020-03-10;2;7;2
2020-03-10;2;1;2
2020-03-10;2;6;2
2020-03-10;2;6;2
2020-03-10;2;5;2
2020-03-10;2;4;2
2020-03-10;2;4;2
2020-03-10;2;9;2
2020-03-01;2;3;2
2020-03-01;2;6;2
2020-03-01;2;6;2
2020-03-01;2;4;2
2020-03-01;2;9;2
2020-03-01;2;10;2
2020-03-01;2;8;2
2020-03-01;2;7;2
2020-03-01;2;11;2
2020-03-01;2;11;2
2020-03-01;2;3;2
2020-03-01;2;7;2
2020-03-01;2;2;2
2020-03-01;2;5;2
2020-03-01;2;5;2
2020-03-01;2;3;2
2020-03-01;2;8;2
2020-03-01;2;11;2
2020-03-01;2;11;2
2020-03-21;2;4;2
2020-03-21;2;10;2
2020-04-19;2;3;2
2020-04-11;2;8;2
2020-04-11;2;10;2
2020-04-11;2;8;2
2020-04-11;2;8;2
2020-04-13;2;6;2
2020-04-13;2;2;2
2020-04-13;2;9;2
2020-04-13;2;8;2
2020-04-13;2;11;2
2020-04-13;2;2;2
2020-04-13;2;6;2
2020-04-13;2;3;2
2020-04-13;2;11;2
2020-04-13;2;2;2
2020-04-13;2;9;2
2020-04-07;2;4;2
2020-04-05;2;10;2
2020-04-05;2;5;2
2020-04-05;2;8;2
2020-04-05;2;1;2
2020-04-05;2;10;2
2020-04-07;2;6;2
2020-04-07;2;9;2
2020-04-07;2;11;2
2020-04-07;2;4;2
2020-04-12;2;9;2
2020-04-12;2;6;2
2020-05-13;2;4;2
2020-05-13;2;7;2
2020-05-13;2;2;2
2020-05-13;2;11;2
2020-05-13;2;6;2
2020-05-13;2;11;2
2020-05-13;2;11;2
2020-05-13;2;10;2
2020-05-13;2;2;2
2020-05-22;2;7;2
2020-05-22;2;11;2
2020-05-01;2;4;2
2020-05-20;2;8;2
2020-05-28;2;11;2
2020-05-28;2;5;2
2020-05-28;2;2;2
2020-05-28;2;2;2
2020-05-28;2;7;2
2020-05-28;2;9;2
2020-05-28;2;2;2
2020-05-28;2;9;2
2020-05-28;2;1;2
2020-05-04;2;3;2
2020-05-04;2;3;2
2020-05-04;2;3;2
2020-05-04;2;6;2
2020-05-04;2;5;2
2020-05-04;2;6;2
2020-05-04;2;10;2
2020-05-04;2;11;2
2020-05-04;2;4;2
2020-05-04;2;7;2
2020-05-04;2;1;2
2020-05-26;2;7;2
2020-05-26;2;9;2
2020-05-26;2;10;2
2020-05-26;2;9;2
2020-05-26;2;4;2
2020-05-26;2;11;2
2020-05-26;2;11;2
2020-05-26;2;1;2
2020-05-26;2;8;2
2020-05-21;2;10;2
2020-05-21;2;10;2
2020-05-21;2;10;2
2020-05-21;2;4;2
2020-05-21;2;5;2
2020-05-21;2;3;2
2020-05-21;2;9;2
2020-05-21;2;7;2
2020-05-21;2;4;2
2020-05-21;2;2;2
2020-05-28;2;8;2
2020-05-28;2;9;2
2020-05-28;2;8;2
2020-05-28;2;10;2
2020-05-28;2;1;2
2020-05-28;2;2;2
2020-05-28;2;1;2
2020-05-25;2;5;2
2020-05-18;2;6;2
2020-05-18;2;6;2
2020-05-18;2;5;2
2020-05-18;2;9;2
2020-05-18;2;8;2
2020-05-18;2;5;2
2020-05-18;2;1;2
2020-05-18;2;2;2
2020-05-18;2;3;2
2020-05-18;2;8;2
2020-05-18;2;6;2
2020-05-05;2;11;2
2020-05-05;2;5;2
2020-05-05;2;11;2
2020-05-05;2;3;2
2020-05-05;2;4;2
2020-05-05;2;3;2
2020-05-05;2;6;2
2020-05-13;2;5;2
2020-05-13;2;11;2
2020-05-13;2;4;2
2020-05-13;2;2;2
2020-05-01;2;7;2
2020-05-01;2;8;2
2020-05-01;2;7;2
2020-05-01;2;7;2
2020-05-01;2;6;2
2020-05-01;2;6;2
2020-05-01;2;2;2
2020-05-01;2;11;2
2020-05-01;2;9;2
2020-05-14;2;11;2
2020-05-14;2;8;2
2020-06-06;2;11;2
2020-06-06;2;1;2
2020-06-06;2;2;2
2020-06-06;2;7;2
2020-07-04;2;10;2
2020-07-04;2;4;2
2020-07-15;2;11;2
2020-07-15;2;4;2
2020-07-15;2;5;2
2020-07-15;2;7;2
2020-07-15;2;8;2
2020-07-15;2;2;2
2020-07-15;2;10;2
2020-07-15;2;1;2
2020-07-15;2;3;2
2020-07-15;2;11;2
2020-07-15;2;4;2
2020-07-19;2;11;2
2020-07-19;2;6;2
2020-07-19;2;10;2
2020-07-19;2;11;2
2020-07-19;2;5;2
2020-07-19;2;10;2
2020-07-19;2;8;2
2020-07-11;2;4;2
2020-07-11;2;5;2
2020-07-11;2;10;2
2020-07-11;2;1;2
2020-07-11;2;1;2
2020-07-11;2;3;2
2020-07-11;2;2;2
2020-07-11;2;5;2
2020-07-23;2;8;2
2020-07-23;2;7;2
2020-07-23;2;6;2
2020-07-23;2;11;2
2020-08-01;2;2;2
2020-08-01;2;11;2
2020-08-01;2;9;2
2020-08-01;2;5;2
2020-08-01;2;5;2
2020-08-01;2;10;2
2020-08-01;2;2;2
2020-08-01;2;9;2
2020-08-07;2;11;2
2020-08-07;2;10;2
2020-08-07;2;7;2
2020-08-07;2;6;2
2020-08-07;2;4;2
2020-08-07;2;3;2
2020-08-07;2;4;2
2020-08-07;2;5;2
2020-08-05;2;9;2
2020-08-05;2;10;2
2020-08-25;2;2;2
2020-08-25;2;2;2
2020-08-25;2;9;2
2020-08-25;2;1;2
2020-08-25;2;9;2
2020-08-25;2;5;2
2020-08-25;2;3;2
2020-08-25;2;8;2
2020-08-25;2;7;2
2020-08-25;2;7;2
2020-08-14;2;9;2
2020-08-14;2;9;2
2020-08-14;2;3;2
2020-08-14;2;9;2
2020-08-14;2;11;2
2020-08-14;2;8;2
2020-08-27;2;4;2
2020-08-27;2;8;2
2020-08-27;2;6;2
2020-08-27;2;11;2
2020-08-27;2;11;2
2020-08-27;2;10;2
2020-08-27;2;9;2
2020-08-27;2;11;2
2020-08-01;2;11;2
2020-08-18;2;4;2
2020-08-18;2;11;2
2020-08-18;2;4;2
2020-08-18;2;4;2
2020-08-18;2;2;2
2020-08-18;2;4;2
2020-08-18;2;11;2
2020-08-18;2;6;2
2020-08-18;2;4;2
2020-08-11;2;2;2
2020-08-11;2;8;2
2020-08-11;2;2;2
2020-08-11;2;7;2
2020-08-11;2;2;2
2020-08-11;2;4;2
2020-08-11;2;1;2
2020-08-11;2;6;2
2020-08-11;2;8;2
2020-08-11;2;8;2
2020-08-20;2;7;2
2020-08-20;2;8;2
2020-08-02;2;3;2
2020-08-28;2;11;2
2020-08-28;2;7;2
2020-08-22;2;7;2
2020-08-22;2;6;2
2020-08-22;2;7;2
2020-08-22;2;7;2
2020-08-22;2;9;2
2020-08-22;2;10;2
2020-08-22;2;1;2
2020-08-22;2;7;2
2020-08-22;2;5;2
2020-08-22;2;10;2
2020-08-22;2;3;2
2020-08-25;2;1;2
2020-08-25;2;1;2
2020-08-25;2;8;2
2020-08-09;2;10;2
2020-08-09;2;6;2
2020-08-09;2;6;2
2020-08-09;2;7;2
2020-08-09;2;10;2
2020-08-09;2;1;2
2020-08-09;2;8;2
2020-09-24;2;6;2
2020-09-24;2;4;2
2020-09-24;2;7;2
2020-09-24;2;9;2
2020-09-18;2;3;2
2020-09-18;2;10;2
2020-09-18;2;1;2
2020-09-18;2;11;2
2020-09-18;2;9;2
2020-09-19;2;5;2
2020-09-19;2;6;2
2020-09-19;2;9;2
2020-09-19;2;7;2
2020-09-19;2;8;2
2020-09-19;2;9;2
2020-09-19;2;11;2
2020-09-10;2;2;2
2020-09-05;2;2;2
2020-09-05;2;3;2
2020-09-05;2;3;2
2020-09-05;2;5;2
2020-09-05;2;4;2
2020-09-05;2;1;2
2020-09-05;2;3;2
2020-09-05;2;5;2
2020-09-10;2;7;2
2020-09-10;2;11;2
2020-09-10;2;11;2
2020-09-10;2;2;2
2020-09-11;2;9;2
2020-09-11;2;11;2
2020-09-11;2;2;2
2020-09-11;2;7;2
2020-09-11;2;7;2
2020-09-11;2;4;2
2020-09-11;2;5;2
2020-09-11;2;10;2
2020-09-11;2;4;2
2020-09-11;2;6;2
2020-09-20;2;4;2
2020-09-20;2;1;2
2020-09-20;2;1;2
2020-09-20;2;7;2
2020-09-20;2;10;2
2020-09-20;2;5;2
2020-09-20;2;7;2
2020-09-20;2;11;2
2020-09-16;2;1;2
2020-09-22;2;4;2
2020-09-22;2;10;2
2020-09-22;2;8;2
2020-09-22;2;9;2
2020-09-22;2;1;2
2020-09-22;2;8;2
2020-09-22;2;9;2
2020-09-22;2;4;2
2020-09-03;2;9;2
2020-09-03;2;7;2
2020-09-01;2;4;2
2020-09-01;2;1;2
2020-09-01;2;6;2
